"Sample_ID","Lactobacillus","Gardnerella","Bifidobacterium","Atopobium","Prevotella","Megasphaera","Aerococcus","Streptococcus","Anaerococcus","Dialister","Ureaplasma","Finegoldia","Clostridium","Shuttleworthia","Genus_Other","Staphylococcus","Chlamydia","Veillonella","Enterococcus","Campylobacter","Fusobacterium","Peptostreptococcus","Bacteroides"
"fck1359",98.347011906138,0.19650907409548,0,0,0.554849150387238,0,0.0462374291989365,0,0.104034215697607,0.0693561437984048,0,0.358340076291758,0,0,0.323662004392555,0,0,0,0,0,0,0,0
"fck136",35.6856309263311,30.6710430342815,0,2.68052516411379,1.93289569657185,14.6243617797228,2.24288840262582,0,0,0.0911743253099927,0.0911743253099927,0,0,11.7432530999271,0.237053245805981,0,0,0,0,0,0,0,0
"fck1360",56.1080154307758,0.135733676239463,43.2633233319046,0.0285755107872553,0.0928704100585798,0,0,0.0500071438776968,0,0.18574082011716,0.135733676239463,0,0,0,0,0,0,0,0,0,0,0,0
"fck1361",98.7554001234314,0.10285949393129,0,0.0565727216622094,0.0411437975725159,0.030857848179387,0,0,0,0,0.889734622505657,0.0257148734828225,0,0,0.0977165192347254,0,0,0,0,0,0,0,0
"fck1362",99.8145378402632,0.119653006281783,0,0.041878552198624,0,0,0,0.0239306012563566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1363",70.5603832442068,0,0,0.0612745098039216,4.22794117647059,0.0724153297682709,0.0668449197860962,0.0445632798573975,11.6143048128342,1.3424688057041,0.116978609625668,1.34803921568627,0.0111408199643494,0,9.66466131907308,0,0,0,0,0.401069518716578,0.362076648841355,0.105837789661319,0
"fck1364",98.8224072783301,0.601636156865622,0,0.117392420851829,0.143072012913166,0.0366851315161965,0,0.0183425657580982,0.0073370263032393,0,0.0550276972742947,0.10638688139697,0.0366851315161965,0,0.0550276972742947,0,0,0,0,0,0,0,0
"fck1366",88.5712083847102,10.997225647349,0,0.177250308261406,0,0.0462392108508015,0.0539457459926017,0,0,0,0.0154130702836005,0.0462392108508015,0,0,0.092478421701603,0,0,0,0,0,0,0,0
"fck1367",98.9988091562652,0.231552948440877,0,0.055131654390685,0.0926211793763507,0.044105323512548,0.0264631941075288,0.0176421294050192,0,0,0.407974242491069,0.0771843161469589,0.00661579852688219,0,0.011026330878137,0.0308737264587836,0,0,0,0,0,0,0
"fck1368",65.8585858585859,32.9292929292929,0,0.0631313131313131,0.105218855218855,0.0294612794612795,0.00841750841750842,0,0,0.854377104377104,0.134680134680135,0,0,0,0.0168350168350168,0,0,0,0,0,0,0,0
"fck1369",97.0989366620435,1.97642163661581,0,0.092464170134073,0,0.208044382801664,0.161812297734628,0,0.115580212667591,0,0.13869625520111,0,0.0462320850670365,0,0.127138233934351,0,0,0.0346740638002774,0,0,0,0,0
"fck137",98.042273042273,0.814275814275814,0,0,0.121275121275121,0.138600138600139,0,0,0,0,0.0866250866250866,0,0,0,0.796950796950797,0,0,0,0,0,0,0,0
"fck1370",98.2722809667674,0.915785498489426,0.141616314199396,0.198262839879154,0.0377643504531722,0.0849697885196375,0.0660876132930514,0,0.0660876132930514,0.0849697885196375,0.0566465256797583,0,0.0472054380664653,0,0.0283232628398792,0,0,0,0,0,0,0,0
"fck1371",94.6948412935621,0.0956422978062048,0,0.0448323270966585,0.639607866578994,0,0.0239105744515512,0.0149441090322195,0.0209217526451073,0,0,0.442345627353697,0,0,3.61348556399067,0.409468587482814,0,0,0,0,0,0,0
"fck1372",0.80781514183731,96.9143340221679,0,0.112718391884276,0.079842194251362,0.0469659966184482,0,0,0.0375727972947586,0,1.90212286304715,0.0328761976329138,0,0,0.0234829983092241,0.0234829983092241,0,0,0,0,0,0,0.0187863986473793
"fck1373",98.8230984109539,0.228969180748271,0,0.123643357604066,0.141960892063928,0,0.0732701378394468,0.0366350689197234,0.119063973989101,0.032055685304758,0.0366350689197234,0.032055685304758,0,0,0.283921784127856,0.0549526033795851,0,0,0,0.0137381508448963,0,0,0
"fck1374",98.5601529259419,0.887957082074366,0,0.0801627921317136,0.0678300548806808,0.0801627921317136,0,0.0246654745020657,0.0400813960658568,0,0.0369982117530986,0.0554973176296479,0.00616636862551643,0,0.0123327372510329,0.0832459764444718,0.0647468705679225,0,0,0,0,0,0
"fck1375",99.7208882321553,0.0779871116036613,0,0.0287320937487173,0.0287320937487173,0.0861962812461519,0.0574641874974346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1376",99.584015577289,0.168163915564013,0,0.0663804929857946,0.0575297605876886,0.0309775633933708,0.0221268309952649,0,0,0,0.0575297605876886,0,0.0132760985971589,0,0,0,0,0,0,0,0,0,0
"fck1377",97.4436252085464,0.252946558312254,0,0.0861094666594909,0.0914913083257091,0.0699639416608363,0,0.0269092083310909,0,0,1.99128141650073,0.0376728916635273,0,0,0,0,0,0,0,0,0,0,0
"fck1378",99.7519782685721,0.100389748435101,0,0.0118105586394236,0.032479036258415,0.0206684776189914,0,0,0,0,0.0442895948978387,0,0.0118105586394236,0,0,0.0265737569387032,0,0,0,0,0,0,0
"fck1379",99.6018243683487,0.383696517773112,0,0,0,0,0,0,0,0.0144791138782307,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck138",97.703153426319,0.272892662219527,0,0.0833838690115221,0.0151607034566404,0.037901758641601,0,0,0,0,1.03850818677987,0,0,0,0.848999393571861,0,0,0,0,0,0,0,0
"fck1380",36.2128194386259,60.1256807708421,0,0.142438206954336,0.125680770842061,0,0.0335148722245496,1.71763720150817,0.720569752827817,0,0.0502723083368245,0.444072056975283,0,0,0.29325513196481,0.0586510263929619,0,0.0754084625052367,0,0,0,0,0
"fck1381",0.574687237522656,79.8019539366076,0,12.3734582909686,0.0574687237522656,0.132620131735998,1.83015781795677,0,0,0.278502276645595,4.31899562353565,0,0,0,0.446487776844525,0,0.185668184430397,0,0,0,0,0,0
"fck1382",98.8096745599595,0.398885652779537,0,0.145624920856021,0.240597695327339,0.101304292769406,0.0696467012789667,0,0.0253260731923515,0.0126630365961758,0.0886412561732303,0.0379891097885273,0.0284918323413955,0,0.0221603140433076,0.0189945548942636,0,0,0,0,0,0,0
"fck1383",98.5888543410667,0.298971537909591,0,0.239177230327673,0.382683568524276,0.310930399425975,0.0597943075819182,0,0,0.0956708921310691,0,0,0,0,0.0239177230327673,0,0,0,0,0,0,0,0
"fck1384",99.5120147874307,0,0,0.033271719038817,0.0850277264325323,0.0702402957486137,0,0.0184842883548983,0,0,0.022181146025878,0.170055452865065,0,0,0.0739371534195934,0,0,0,0,0,0,0,0.0147874306839187
"fck1385",99.5700080623488,0.128997581295351,0,0.069873689868315,0.112872883633432,0.0268744961031981,0,0,0.0322493953238377,0,0.0591238914270357,0,0,0,0,0,0,0,0,0,0,0,0
"fck1386",99.1692657475151,0.218614276969715,0,0,0.215699419943452,0.0524674264727315,0.0116594281050514,0,0.0495525694464687,0,0.0787011397090973,0,0,0,0.00582971405252572,0,0.198210277785875,0,0,0,0,0,0
"fck1387",5.80420341936186,92.3554393988892,0,0.228683436785364,0.0326690623979092,0.0435587498638789,0.0544484373298486,0,0.0762278122617881,0,0.740498747685941,0.0544484373298486,0,0,0.609822498094305,0,0,0,0,0,0,0,0
"fck1388",98.0522520835284,0.27156100758498,0.0436994724849393,0.0811561631863158,0.146705371913725,0.0374566907013765,0.0124855635671255,0,0.330867434528826,0.024971127134251,0.337110216312389,0.461965851983644,0.0124855635671255,0.0124855635671255,0.174797889939757,0,0,0,0,0,0,0,0
"fck1389",98.878869120156,0.479324071817369,0,0.0406206840523194,0.073117231294175,0.0162482736209278,0.0324965472418556,0.162482736209278,0.129986188967422,0,0,0.138110325777886,0,0,0.0243724104313917,0,0,0,0,0.0243724104313917,0,0,0
"fck139",99.2903879826744,0.202746290664455,0,0.165883328725463,0.0829416643627315,0,0.0460787024237397,0,0,0,0,0,0,0,0.211962031149202,0,0,0,0,0,0,0,0
"fck1390",1.78016497218492,44.3660080567811,0,12.5493957414157,8.42892768079801,18.3119125263764,5.03740648379052,0,0,0.629196240168809,0.0345290619604834,0.0153462497602148,4.86476117398811,0,3.96316900057549,0,0.0191828122002686,0,0,0,0,0,0
"fck1391",99.5896807055605,0.165070980521624,0,0.0471631372918927,0.0282978823751356,0.0282978823751356,0.0188652549167571,0,0,0,0.0613120784794604,0,0.0282978823751356,0,0.0330141961043249,0,0,0,0,0,0,0,0
"fck1392",97.7886977886978,1.20616484252848,0,0.335045789591244,0.290373017645745,0,0.178691087781997,0,0,0,0,0,0,0,0.201027473754746,0,0,0,0,0,0,0,0
"fck1393",98.9287422285988,0.535628885700622,0,0.21999043519847,0,0.172166427546628,0,0.0191296030607365,0,0,0.0669536107125777,0,0.0573888091822095,0,0,0,0,0,0,0,0,0,0
"fck1394",99.3204230749578,0.240151244187829,0,0.0510960094016657,0.0510960094016657,0,0.0306576056409994,0.0204384037606663,0,0,0.102192018803331,0.0459864084614992,0,0,0.0613152112819989,0.0459864084614992,0,0.0306576056409994,0,0,0,0,0
"fck1395",99.2527040314651,0,0,0.216322517207473,0,0.216322517207473,0.0983284169124877,0,0.216322517207473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1396",0.835874844685417,23.8337286795437,0,11.1657065401559,21.9191234609737,32.7346662148424,9.33017056365074,0,0,0.180729696148198,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1397",1.00562283737024,34.3209342560554,0,4.77941176470588,20.988321799308,18.4904844290657,1.60034602076125,0,0,3.52508650519031,0.227076124567474,0.032439446366782,7.59083044982699,0,7.43944636678201,0,0,0,0,0,0,0,0
"fck1398",98.0774512496567,0.576764625102994,0,0.274649821477616,0.50810216973359,0.398242241142543,0,0,0,0,0,0,0,0,0.109859928591046,0,0,0.0549299642955232,0,0,0,0,0
"fck1399",99.2209498779801,0.422376572179463,0,0.131406044678055,0.0563168762905951,0.0563168762905951,0.0469307302421626,0,0,0,0.0375445841937301,0,0.0281584381452975,0,0,0,0,0,0,0,0,0,0
"fck140",99.2943201376936,0.275387263339071,0,0.0430292598967298,0.120481927710843,0.0344234079173838,0.0602409638554217,0,0,0,0.0516351118760757,0.0516351118760757,0,0,0.0688468158347676,0,0,0,0,0,0,0,0
"fck1401",91.6565533980583,7.46359223300971,0,0.242718446601942,0,0,0,0.242718446601942,0.0606796116504854,0,0,0,0,0,0.333737864077669,0,0,0,0,0,0,0,0
"fck1402",27.9934518241347,64.2422825070159,0,0.187090739008419,0,0,0,7.20299345182413,0,0,0,0,0,0,0.280636108512629,0.0935453695042095,0,0,0,0,0,0,0
"fck1403",99.3070245823911,0.124006127361587,0,0,0,0,0.0729447808009337,0.0145889561601867,0.116711649281494,0,0.0291779123203735,0.284484645123641,0,0,0.0364723904004668,0,0,0,0,0.0145889561601867,0,0,0
"fck1404",98.0131924024477,0.623857585631407,0,0.0675514583167766,0.0397361519510451,1.03711356592228,0.0953667646825082,0,0,0,0.103313995072717,0,0,0,0,0.00794723039020901,0,0,0,0.0119208455853135,0,0,0
"fck1405",99.2472466403961,0.313226230170759,0,0.0555723956754572,0.111144791350914,0.141457007173891,0.0303122158229767,0,0.0252601798524805,0,0.0303122158229767,0,0,0,0,0.0252601798524805,0,0,0,0.0202081438819844,0,0,0
"fck1406",31.7483902922239,0.170601507897199,61.4385559407848,0.0660392933795608,0.165098233448902,0,0.0330196466897804,6.18017720543723,0.0165098233448902,0.165098233448902,0,0.0165098233448902,0,0,0,0,0,0,0,0,0,0,0
"fck1407",0.628603837791852,0.151243028641649,0,0,20.1105964646942,0,0.0141790339351546,66.9628509310899,0.127611305416391,0.160695717931752,5.22261083278193,4.23480480196616,0,0,2.24028736175442,0.0425371018054637,0.0378107571604121,0,0,0.0236317232252576,0.0425371018054637,0,0
"fck1408",96.6412634918445,3.25873305976068,0,0.0206903686334012,0.0172419738611676,0,0.0241387634056347,0,0,0,0,0,0,0,0.0379323424945688,0,0,0,0,0,0,0,0
"fck1409",95.7808368331,0.291647223518432,0,0.0583294447036864,1.25602737595271,0.0699953336444237,0,0,0.812723596204697,0.0777725929382486,0.0349976668222119,1.10825944937004,0,0,0.458858298335666,0.0505521854098616,0,0,0,0,0,0,0
"fck141",87.7861422645568,0.645260408664926,0.814257182362882,0.199723459824858,5.23889998463666,0,0.0460900291903518,0.460900291903518,0.460900291903518,0.24581348901521,0.0460900291903518,1.61315102166231,0,0,2.24304808726379,0.107543401444154,0,0,0,0.0921800583807036,0,0,0
"fck1410",99.1701729780271,0.17531556802244,0,0.116877045348294,0.0876577840112202,0.0876577840112202,0,0,0,0,0.198690977092099,0,0,0,0.163627863487611,0,0,0,0,0,0,0,0
"fck1411",67.2216341064383,14.5318063708979,0.264652102781253,2.11721682225002,2.73313444326821,0,9.92204792608989,0.0288711384852276,0.168414974497161,1.20296410355115,0,1.34250793956308,0,0,0.466750072177846,0,0,0,0,0,0,0,0
"fck1412",98.7917489778104,0.261864289980245,0,0.0505352138558368,0.0643175449074287,0.0597234345568981,0.0872880966600818,0,0.0321587724537143,0,0.128635089814857,0.0643175449074287,0,0,0.206734965773878,0.252676069279184,0,0,0,0,0,0,0
"fck1413",35.7941092906525,25.2107207121887,0.198882469930865,11.691448053793,16.2183918931717,0.0426176721280424,0.0142058907093475,0,0.686618050951795,5.11412065536509,0.0994412349654323,2.44341320200777,0.00947059380623165,0,2.44814849891088,0,0,0,0,0.028411781418695,0,0,0
"fck1414",99.2321274586293,0.131400648790703,0,0.0944442163183181,0.131400648790703,0.0205313513735474,0,0,0,0,0.390095676097401,0,0,0,0,0,0,0,0,0,0,0,0
"fck1415",99.5102840352595,0,0.0979431929480901,0.29382957884427,0,0,0,0,0,0,0.0979431929480901,0,0,0,0,0,0,0,0,0,0,0,0
"fck1416",98.9010989010989,0,0.366300366300366,0.146520146520147,0.195360195360195,0,0,0,0,0,0.122100122100122,0,0,0,0.268620268620269,0,0,0,0,0,0,0,0
"fck1417",95.5756898276166,3.03582985232688,0,0.15296817085368,0.25298582102724,0.10001765017356,0.01765017356004,0,0,0,0.6177560746014,0.04706712949344,0.05295052068012,0,0.03530034712008,0,0.11178443254692,0,0,0,0,0,0
"fck1418",98.9010087755269,0.262445665545805,0,0.082014270483064,0.106618551627983,0.0738128434347576,0,0,0.0492085622898384,0,0.0984171245796769,0,0,0,0.426474206511933,0,0,0,0,0,0,0,0
"fck1419",3.05549051744322,96.5113556544135,0,0.0526808709904004,0.0936548817607118,0.0819480215406228,0.0292671505502224,0,0,0,0.0351205806602669,0.0643877312104893,0,0,0.0468274408803559,0.0292671505502224,0,0,0,0,0,0,0
"fck142",96.7137021908652,0.427033048644634,0,0.408466394355737,0.278499814333457,0.12996658002228,0,0,0,0,1.00259933160045,0,0,0,1.03973264017824,0,0,0,0,0,0,0,0
"fck1420",97.8700458344567,0.458344567268806,0,0.674036128336479,0.296575896468051,0,0,0.0808843354003775,0,0,0,0.188730115934214,0,0,0.431383122135347,0,0,0,0,0,0,0,0
"fck1421",57.1862006967075,0.112372176649062,0.151702438476233,0.0786605236543432,12.5632093493651,0,0,4.80952916057984,8.68075064614002,0.533767839083043,0,7.83795932127205,0,0,5.25901786717608,0.0112372176649062,0,0.320260703449826,0,0.353972356444544,2.10135970333745,0,0
"fck1422",98.6383928571428,0,0,0,0.3125,0,0,0.446428571428571,0.15625,0.223214285714286,0,0,0,0,0.111607142857143,0.111607142857143,0,0,0,0,0,0,0
"fck1423",98.8612157955104,0.262166147796166,0,0.106504997542192,0.122890381779453,0,0.0245780763558905,0,0.139275766016713,0.0491561527117811,0,0.393249221694249,0,0,0.0409634605931509,0,0,0,0,0,0,0,0
"fck1424",98.5341437254201,0.364026391913414,0,0.149510839535866,0.0812558910521013,0,0.0292521207787565,0.237267201872136,0.0520037702733448,0.0260018851366724,0.0227516494945884,0,0,0,0.058504241557513,0.37702733448175,0.0065004712841681,0,0.061754477199597,0,0,0,0
"fck1425",98.5638522551274,1.17332332097433,0,0.0328530529872812,0,0,0,0,0.0140798798516919,0,0.178345144788098,0,0,0,0.0375463462711785,0,0,0,0,0,0,0,0
"fck1426",97.7815288160116,1.15746322642874,0,0,0.868097419821558,0,0,0.0723414516517965,0,0.120569086086327,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1427",97.6846528961662,0.408357451532332,0,0.114974428101336,0.444039170598264,0.142726876263728,0,0.0317170836141617,0.146691511715498,0.0277524481623915,0.154620782619038,0.281489117075685,0.0237878127106213,0,0.491614796019506,0.0317170836141617,0,0.0158585418070808,0,0,0,0,0
"fck1428",47.1063097287351,35.0923012999347,0,1.4839437288538,0.118715498308304,12.5185492966107,3.33590550246335,0,0.0237430996616608,0.225559446785778,0.0652935240695673,0,0,0,0.029678874577076,0,0,0,0,0,0,0,0
"fck1429",96.5143757384797,2.81606931862938,0,0,0.413548641197322,0,0,0,0,0,0,0.118156754627806,0,0,0.137849547065774,0,0,0,0,0,0,0,0
"fck143",99.2391304347826,0.516304347826087,0,0.244565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1430",99.0594059405941,0.360678925035361,0,0.0282885431400283,0.099009900990099,0.282885431400283,0.0636492220650637,0,0,0,0,0,0,0,0.106082036775106,0,0,0,0,0,0,0,0
"fck1431",98.8232967467616,0.978938000593296,0,0.0395530505290221,0,0.0395530505290221,0.019776525264511,0,0,0.0395530505290221,0.0395530505290221,0,0,0,0.019776525264511,0,0,0,0,0,0,0,0
"fck1432",99.097840637914,0.250276468191607,0,0.145509574530004,0.104766893661603,0.174611489436005,0.069844595774402,0.0582038298120016,0.0232815319248007,0,0,0,0,0,0.0465630638496013,0,0,0,0,0.0291019149060008,0,0,0
"fck1433",98.8921282798834,0.247813411078717,0.116618075801749,0.0728862973760933,0.349854227405248,0.10932944606414,0.0364431486880466,0,0,0,0.0801749271137026,0.0291545189504373,0,0,0.021865889212828,0.043731778425656,0,0,0,0,0,0,0
"fck1435",98.5554758733736,0.696649933408462,0,0.204897039237783,0.0922036676570024,0.133183075504559,0.102448519618892,0,0.0512242598094458,0,0.102448519618892,0.0614691117713349,0,0,0,0,0,0,0,0,0,0,0
"fck1437",98.7416566363935,0.284495021337127,0,0.175073859284386,0.350147718568771,0.284495021337127,0,0,0,0,0,0,0.0437684648210964,0,0.120363278258015,0,0,0,0,0,0,0,0
"fck1438",99.4136266929583,0,0,0.108972030512169,0.0882154532717555,0,0,0,0.0259457215505163,0,0.311348658606196,0.0415131544808261,0,0,0.0103782886202065,0,0,0,0,0,0,0,0
"fck1439",99.3364271154096,0.277572971331917,0,0.0824044758641627,0.177820184759509,0,0,0,0.021685388385306,0.0563820098017956,0.00867415535412239,0.0173483107082448,0.0130112330311836,0,0.00867415535412239,0,0,0,0,0,0,0,0
"fck144",98.0727535533606,0.313177547578897,0,0.2007548381916,0.0722717417489761,0,0.0240905805829921,0,0,0,1.09210631976231,0,0,0,0.224845418774593,0,0,0,0,0,0,0,0
"fck1440",98.7749546279492,0.419691470054446,0,0.0567150635208711,0.51043557168784,0,0.102087114337568,0,0,0,0,0.0567150635208711,0,0,0.0794010889292196,0,0,0,0,0,0,0,0
"fck1441",47.3111741656533,0,0.101337657073368,45.1628158356979,1.52006485610053,0,0,4.51965950547223,0.553979192001081,0.195919470341846,0,0.216187001756519,0,0,0.418862315903256,0,0,0,0,0,0,0,0
"fck1442",1.34156729131175,0.617546848381601,0,0.0958262350936968,32.6554514480409,0,0.0425894378194208,0.170357751277683,40.3321976149915,2.65119250425894,0.0212947189097104,4.02470187393526,0,0,15.8326235093697,0,0,0,0,2.21465076660988,0,0,0
"fck1443",99.6106300713391,0.0980231988237216,0,0.0299515329739149,0.0844088656537603,0.0081685999019768,0.0217829330719381,0,0,0,0,0.0299515329739149,0,0,0.100746065457714,0.0163371998039536,0,0,0,0,0,0,0
"fck1444",99.5965934558494,0.161362617660242,0,0.0717167189601076,0,0.0627521290900941,0.0448229493500672,0,0,0,0.0268937696100403,0,0.0358583594800538,0,0,0,0,0,0,0,0,0,0
"fck1445",98.5263943294161,1.04458123484425,0,0.0994839271280234,0.0373064726730088,0.0279798545047566,0.0279798545047566,0,0.0217621090592551,0,0.046633090841261,0.0248709817820058,0,0,0.12746378163278,0.0155443636137537,0,0,0,0,0,0,0
"fck1446",1.16517857142857,37.1741071428571,0.03125,1.11607142857143,12.2232142857143,5.89285714285714,33.6785714285714,0.379464285714286,0.0491071428571429,5.33035714285714,0.0223214285714286,0,0.0223214285714286,0,2.90625,0,0,0,0,0,0.00892857142857143,0,0
"fck1447",99.0403071017274,0.407869481765835,0,0.131957773512476,0.323896353166987,0,0.0719769673704415,0,0,0,0.0239923224568138,0,0,0,0,0,0,0,0,0,0,0,0
"fck1448",88.5532469523882,0,0,0.0613355823046845,0.613355823046845,0,0,1.60239208770988,2.867438472744,1.25737943724603,0.0153338955761711,1.37238365406732,0,0,3.21245112320785,0,0,0,0,0.0766694778808556,0,0.368013493828107,0
"fck1449",98.9179121025323,0.452348219433234,0,0.137478380415983,0.075391369905539,0.0487826511153488,0.0842609428356025,0,0.0266087187901902,0,0.172956672136237,0.0221739323251585,0,0,0.0354782917202537,0.0266087187901902,0,0,0,0,0,0,0
"fck145",0.573155481450604,54.5852438516048,0,7.6594414339308,16.9445602334306,5.23134639433097,0.90662776156732,0,0,2.64693622342643,0.0312630262609421,0,7.52396832013339,0,3.8974572738641,0,0,0,0,0,0,0,0
"fck1450",96.1046922895544,2.22589012025466,0,0.06130629568498,0.0707380334826692,0.0707380334826692,0.0282952133930677,0,0.0141476066965338,0,0.24522518273992,0.103749115774581,0.929026173072389,0,0.146191935864183,0,0,0,0,0,0,0,0
"fck1451",99.1778823841411,0.152489557780282,0,0.0397798846383346,0.0861897500497249,0.0795597692766691,0,0.0464098654113903,0.0928197308227806,0,0.245309288603063,0.0795597692766691,0,0,0,0,0,0,0,0,0,0,0
"fck1452",98.9698588325067,0.406969350120819,0,0.178049090677858,0.228920259442961,0,0,0,0.0890245453389292,0,0.063588960956378,0.063588960956378,0,0,0,0,0,0,0,0,0,0,0
"fck1453",45.0941346850109,12.7534395365677,0,9.03029205889452,8.89452087859039,18.41962346126,4.03089548636254,0,0,0.389210716871832,0.0301713734009172,0,0.401279266232199,0,0.956432536809076,0,0,0,0,0,0,0,0
"fck1454",99.8129175946548,0.0682999257609503,0,0.0356347438752784,0.0237564959168523,0,0,0.0089086859688196,0.0089086859688196,0.0267260579064588,0.0148478099480327,0,0,0,0,0,0,0,0,0,0,0,0
"fck1455",98.9181278158809,0.278359686630126,0.0315665624013545,0.0660028122937412,0.0832209372399346,0.0602634373116768,0.0373059373834189,0,0.0401756248744512,0,0.134875312078515,0.063133124802709,0.0172181249461934,0,0.246793124228771,0.0229574999282578,0,0,0,0,0,0,0
"fck1456",98.7491313412092,0.37178596247394,0,0.0972897845726199,0.173731758165393,0.0486448922863099,0,0.0347463516330785,0,0.0451702571230021,0.368311327310632,0.0451702571230021,0.00694927032661571,0,0.0590687977762335,0,0,0,0,0,0,0,0
"fck1457",92.0398009950249,6.00942655145326,0,0.157109190887667,0.562974600680807,0.0916470280178057,0.157109190887667,0,0.052369730295889,0,0.929562712752029,0,0,0,0,0,0,0,0,0,0,0,0
"fck1458",99.4953058012699,0.168231399576708,0,0.0976827481413144,0.0922559288001303,0.0434145547294731,0,0,0.0271340967059207,0.0434145547294731,0,0.0325609160471048,0,0,0,0,0,0,0,0,0,0,0
"fck1459",86.5683175272216,0.407446434843695,0.0491745697225149,0.0878117316473481,5.53916403231472,0.0702493853178785,0,0,0.147523709167545,0.892167193537057,0.0210748155953635,3.97611520899192,0,0,1.40498770635757,0.235335440814893,0,0.0702493853178785,0,0.256410256410256,0.273972602739726,0,0
"fck146",99.7640891218873,0,0,0.0524246395806029,0.0393184796854522,0.0393184796854522,0,0,0,0,0.0655307994757536,0,0,0,0.0393184796854522,0,0,0,0,0,0,0,0
"fck1460",78.3927588526696,16.5433306831386,0,0.862332579047153,0.244633355758058,0.0428108372576601,0.116200843985077,0.856216745153202,0.629930891076998,0.0428108372576601,1.18035594153263,0.110085010091126,0,0,0.0917375084092716,0,0,0.886795914622959,0,0,0,0,0
"fck1461",73.5265989240885,0,17.3998804542738,0,6.61685594739988,0,0,1.40466228332337,0,0.233114166168559,0,0.209205020920502,0,0,0.472205618649133,0,0,0,0.13747758517633,0,0,0,0
"fck1462",97.4660106861345,0.216896788869492,0,0.0846426493149236,0.476114902396445,0.105803311643654,0.0264508279109136,0.444373908903349,0,0.0899328148971063,0.0687721525683754,0.77765434058086,0,0,0.243347616780406,0,0,0,0,0,0,0,0
"fck1463",99.6934181931077,0.112542688606023,0,0.0659733002173238,0.0349270412915244,0,0,0,0,0,0.0310462589257994,0.0271654765600745,0,0,0.00776156473144986,0.0271654765600745,0,0,0,0,0,0,0
"fck1464",0.912891391519495,63.3265079771351,0,0.0469243238631516,11.5135227369678,17.4857094104599,0,0.644142991212354,0,1.41626141114239,0.324204419418138,1.88977049739783,0,0,2.3120894121662,0,0,0,0,0.0853169524784575,0.0426584762392287,0,0
"fck1465",97.7915415415415,0.168918918918919,0,0.206456456456456,0.2002002002002,0.0437937937937938,0.0625625625625626,0.156406406406406,0.237737737737738,0.0563063063063063,0.025025025025025,0.600600600600601,0,0,0.237737737737738,0.175175175175175,0,0,0,0.0375375375375375,0,0,0
"fck1466",98.8064931154362,0.435246776710191,0.019161807779694,0.0793846322301607,0.251840902247406,0.0328488133366182,0,0,0.0629602255618516,0,0,0.213517286688018,0,0,0.0985464400098546,0,0,0,0,0,0,0,0
"fck1467",99.079357468233,0.15344042196116,0,0,0.0767202109805802,0.091105250539439,0.019180052745145,0,0,0,0.489091345001199,0.0143850395588588,0,0,0.0527451450491489,0.0239750659314313,0,0,0,0,0,0,0
"fck1468",67.3859331246911,0.296491517048262,0,0,6.29220886180201,1.60599571734475,0,1.20243781914017,4.2991269971998,1.9271948608137,0.049415252841377,6.3169164882227,0,0,7.46170317904794,0,0,0.107066381156317,0,1.54834458902981,1.2189095700873,0.288255641574699,0
"fck1469",98.6612455374851,0.208250694168981,0,0.049583498611662,0.436334787782626,0.119000396667989,0.0694168980563269,0,0.0793335977786593,0,0.0793335977786593,0.208250694168981,0,0,0.0892502975009916,0,0,0,0,0,0,0,0
"fck147",99.0738896634137,0.428201553475403,0,0.109539932284406,0.0995817566221868,0,0.0796654052977494,0.029874526986656,0,0,0,0,0.119498107946624,0,0.0597490539733121,0,0,0,0,0,0,0,0
"fck1470",90.9228143869782,4.40404305592019,0,0.137831451824626,0.177211866631662,3.69519558939354,0.420057757941717,0,0,0.0656340246783933,0.137831451824626,0,0,0,0.039380414807036,0,0,0,0,0,0,0,0
"fck1472",99.5163806552262,0.182007280291212,0.031201248049922,0.0572022880915237,0.0988039521580863,0.0260010400416017,0.0364014560582423,0,0.031201248049922,0,0,0,0,0,0.0208008320332813,0,0,0,0,0,0,0,0
"fck1473",98.4170112226816,0.342587123449498,0,0.165386887182516,0.224453632604843,0,0,0,0.271707028942705,0,0.0472533963378618,0.283520378027171,0,0,0.248080330773774,0,0,0,0,0,0,0,0
"fck1474",20.1608009708738,75.9557038834951,0,3.36771844660194,0.121359223300971,0,0.0455097087378641,0,0,0.348907766990291,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck1479",99.584487534626,0.201460589272224,0,0,0.0629564341475699,0.151095441954168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fck148",98.8870339454647,0.389538119087368,0,0.389538119087368,0.0741977369690224,0,0.0741977369690224,0,0,0,0,0,0,0,0.185494342422556,0,0,0,0,0,0,0,0
"fck1480",98.4287886467309,1.0136847440446,0,0.253421186011151,0.10136847440446,0.20273694880892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
